category,name,forkedFrom,tvl,chain
Liquid Staking,Lido,,13877151667.116684,Multi-Chain
CDP,MakerDAO,,6180068714.322531,Ethereum
Bridge,WBTC,,4747116486.779925,Multi-Chain
Dexes,Curve DEX,,3763570272.8883677,Multi-Chain
Lending,JustLend,,3740713890.4812326,Tron
Lending,AAVE V2,,3699510069.467769,Multi-Chain
Bridge,JustCryptos,,3568286285.0,Tron
Yield,Convex Finance,,3009968774.997301,Multi-Chain
Dexes,Uniswap V3,,2776984331.813077,Multi-Chain
Liquid Staking,Coinbase Wrapped Staked ETH,,2120634771.3852718,Ethereum
Services,Instadapp,,1995045990.195347,Ethereum
Lending,AAVE V3,,1829226693.5667603,Multi-Chain
Liquid Staking,Rocket Pool,,1804195617.9948385,Ethereum
Lending,Compound,,1331959325.2877507,Ethereum
Bridge,Multichain,,1330665961.137271,Multi-Chain
CDP,JustStables,,1268148075.7787921,Tron
Dexes,PancakeSwap AMM,['Uniswap V2'],1242035384.3165858,Multi-Chain
Dexes,Uniswap V2,,1162776208.712848,Ethereum
Dexes,Balancer V2,,917750602.3691518,Multi-Chain
CDP,Liquity,,733603097.1925176,Ethereum
Lending,Venus,['Compound'],675434068.02793,Binance
Derivatives,GMX,,627228903.5346156,Multi-Chain
Yield,Aura,,524607734.90196925,Multi-Chain
Lending,Compound V3,,524183514.0885064,Multi-Chain
Yield Aggregator,Yearn Finance,,444709068.288529,Multi-Chain
Liquid Staking,Frax Ether,,429678770.87056494,Ethereum
Cross Chain,Stargate,,408399442.0431004,Multi-Chain
Synthetics,Synthetix,,382661273.5639944,Multi-Chain
Dexes,SUNSwap V1,,371432656.124331,Tron
Bridge,Portal,,369644621.48,Multi-Chain
Derivatives,dYdX,,357145380.21393114,Ethereum
Dexes,SushiSwap,['Uniswap V2'],351479324.9780933,Multi-Chain
Lending,Morpho Aave,,306331081.3036967,Ethereum
Indexes,Bwatch,,298002153.15,Mixin
Dexes,PancakeSwap AMM V3,['Uniswap V3'],289841352.3008568,Multi-Chain
Dexes,PulseX V1,,284975355.57785296,Pulse
Privacy,Tornado Cash,,276788214.26812243,Multi-Chain
Bridge,Poly Network,,272356462.7,Multi-Chain
Bridge,hBTC,,270340639.72292393,Ethereum
Insurance,Nexus Mutual,,269668855.4126234,Ethereum
Yield Aggregator,Beefy,,253673163.73999998,Multi-Chain
Lending,Radiant V2,['Aave'],248373030.9941501,Multi-Chain
CDP,Abracadabra,,229513221.05989838,Multi-Chain
Launchpad,UniCrypt,,221758047.9093843,Multi-Chain
CDP,Lybra Finance,,213239223.5636907,Ethereum
Yield,Coinwind,,212445196.2439015,Multi-Chain
Liquidity manager,Arrakis V1,,195496132.2708166,Multi-Chain
Dexes,Velodrome,['Solidly'],186780982.66119623,Optimism
Algo-Stables,Frax,,186092206.42864943,Ethereum
Launchpad,PinkSale,,183872136.96834674,Multi-Chain
Bridge,Synapse,['Saddle Finance'],181864353.88578856,Multi-Chain
Liquid Staking,StakeWise,,176759442.3624516,Multi-Chain
Payments,Lightning Network,,164360750.61136216,Bitcoin
Dexes,Chainge Finance,,164154400.32622352,Fusion
Liquid Staking,Parallel Liquid Crowdloan,,148764584.67473543,Multi-Chain
Dexes,VVS Finance,['Uniswap V2'],148081054.5575781,Cronos
Liquid Staking,Ankr,,139344554.78156158,Multi-Chain
Dexes,DefiChain DEX,,135982472.3781908,DefiChain
Liquid Staking,Binance staked ETH,,132977159.1654386,Multi-Chain
Lending,Fraxlend,,131486445.29711327,Ethereum
RWA,Ondo Finance,,130131021.38609268,Ethereum
NFT Marketplace,Blur Bids,,128049296.8539847,Ethereum
Yield,Conic Finance,,127646086.73215614,Ethereum
Lending,Benqi Lending,['Compound'],127253099.82103088,Avalanche
Dexes,SUNSwap V2,,126148600.13039611,Tron
Bridge,Orbit Bridge,,125230226.0803859,Multi-Chain
Dexes,Osmosis DEX,,124129572.60146,Osmosis
Liquid Staking,Acala LCDOT,,123957061.11640595,Acala
Lending,Tectonic,['Compound'],123499171.39096399,Cronos
Liquid Staking,StakeHound,,121208194.39081681,Ethereum
Dexes,Balancer V1,,119870252.9511916,Ethereum
Bridge,cBridge,,117972108.48256718,Multi-Chain
Yield,Pendle,,116328618.72204632,Multi-Chain
Lending,Kava Lend,,115469811.9535548,Kava
Dexes,BiSwap,['Uniswap V2'],113772076.39693804,Binance
NFT Lending,BendDAO Lending,,113108500.49366248,Ethereum
Synthetics,DefiChain Loans,,107383646.34291825,DefiChain
Liquid Staking,Marinade Finance,,104591580.22137922,Solana
Bridge,Axelar,,103957197.28705023,Multi-Chain
Services,DefiSaver,,100204185.36871083,Ethereum
Dexes,Thorchain,,95205552.49677786,Multi-Chain
Dexes,SashimiSwap,['Uniswap V2'],95159203.38698775,Multi-Chain
Dexes,KlaySwap,,91662073.65516667,Klaytn
Liquid Staking,Benqi Staked Avax,,91334898.21646698,Avalanche
Launchpad,Team Finance,,91278405.64713545,Multi-Chain
Dexes,Loopring,,90820247.27231677,Ethereum
Liquid Staking,OKC Liquid Staking,['Lido'],90175018.15527254,OKExChain
Liquid Staking,Stader,,89633242.90588573,Multi-Chain
Dexes,SUN.io,,87531178.73127073,Tron
Liquidity manager,Gamma,,86879985.35564053,Multi-Chain
Algo-Stables,Mento,,85732474.67304732,Multi-Chain
RWA,MatrixDock,,85291471.36424458,Ethereum
Lending,UwU Lend,['Aave'],83801368.88317674,Ethereum
Dexes,Katana DEX,['Uniswap V2'],81761785.42399892,Ronin
Dexes,Camelot V2,['Uniswap V2'],80853269.18432452,Arbitrum
RWA,RealT Tokens,,80797652.12,xDai
CDP,Kava Mint,,79110205.73528796,Kava
Indexes,Enzyme Finance,,75042504.0357455,Ethereum
Indexes,Set Protocol,,74410822.49155769,Ethereum
Yield,Sushi BentoBox,,73888102.29625708,Multi-Chain
NFT Lending,ParaSpace Lending,,72751845.15119705,Multi-Chain
Cross Chain,Hop Protocol,['Saddle Finance'],72039702.7138042,Multi-Chain
Dexes,Quickswap Dex,['Uniswap V2'],71689501.118285,Polygon
Leveraged Farming,Alpaca Leveraged Yield Farming,,69205130.30377896,Multi-Chain
Dexes,Frax Swap,['Uniswap V2'],68690906.28887148,Multi-Chain
Dexes,SyncSwap,,68160653.67994666,zkSync Era
Synthetics,Alchemix,,67261620.89742315,Multi-Chain
Yield Aggregator,Flamincome,,64374000.62905882,Ethereum
Yield Aggregator,Kava Earn,,64007204.81124818,Kava
Liquid Staking,Kava Liquid,,63890483.58718054,Kava
Dexes,Joe V2.1,,62302545.5072593,Multi-Chain
CDP,crvUSD,,62150370.33663026,Ethereum
Yield,StakeDAO,,61848140.99326096,Multi-Chain
CDP,Pando Leaf,,61336128.025005,Mixin
Yield,Tranchess Yield,,60557801.38912858,Multi-Chain
Dexes,4Swap,,59922453.52,Mixin
Lending,Alpaca Lending,,59312148.74712196,Multi-Chain
Indexes,Index Coop,,58513463.020819075,Ethereum
Leveraged Farming,Gearbox,,58362468.32171832,Ethereum
Lending,Algofi Lend,,58312875.714416794,Algorand
CDP,Raft,,58072888.27684223,Ethereum
Yield,Homora V2,,56839318.844216585,Multi-Chain
Dexes,Bancor V3,,56323097.03623817,Ethereum
Dexes,SpookySwap,['Uniswap V2'],54528568.45638,Fantom
Derivatives,Gains Network,,53289355.75231738,Multi-Chain
Yield,Concentrator,,53147955.33350237,Ethereum
CDP,QiDao,,52670428.65583808,Multi-Chain
Liquid Staking,Swell,,52552162.81393754,Ethereum
Dexes,Chronos,['Solidly'],52052694.60988106,Arbitrum
Dexes,Quickswap V3,['Algebra DEX'],51898700.96192477,Multi-Chain
Services,CIAN,,50282445.63,Multi-Chain
RWA,Tangible,,50047811.32754378,Polygon
Dexes,Wombat Exchange,,50028093.62488662,Multi-Chain
Payments,Flexa,,49809692.7357787,Ethereum
Dexes,xExchange,,49476058.326819,Elrond
Dexes,Minswap,,49317165.87630174,Cardano
Lending,MoneyOnChain,,48157725.66369383,RSK
Dexes,Beethoven X,['Balancer'],47717970.434997454,Multi-Chain
Derivatives,MUX Protocol,,47329805.276332065,Multi-Chain
Liquid Staking,CRETH2,,46590135.62724712,Ethereum
Launchpad,DxSale,,46135344.337739766,Multi-Chain
Cross Chain,Across,,45725061.52959843,Ethereum
CDP,Helio Protocol,['MakerDAO'],43115164.02738741,Binance
Dexes,Maverick Protocol,,42410329.69293089,Multi-Chain
Lending,Flux Finance,['Compound'],42254794.64147328,Ethereum
Lending,EOS REX,,41793683.525774516,EOS
Derivatives,ApolloX,,41497744.71623579,Multi-Chain
Yield Aggregator,Idle,,41368867.06123513,Multi-Chain
Dexes,PearlFi,['Solidly'],40841256.792259514,Polygon
Lending,Silo Finance,,40839238.22486685,Multi-Chain
Lending,Vires Finance,,39860041.681986,Waves
NFT Lending,Blur Lending,,39840155.13009474,Ethereum
Dexes,THENA FUSION,['Algebra DEX'],39765121.923736416,Binance
Lending,dForce,,39670901.62808343,Multi-Chain
Liquid Staking,ether.fi,,38282917.17365215,Ethereum
CDP,Inverse Finance FiRM,,37014912.873816945,Ethereum
Dexes,DODO,,36295720.29005401,Multi-Chain
Yield,PenPie,,36239356.96078247,Multi-Chain
Dexes,Flamingo Finance,,35832819.562897325,NEO
Yield Aggregator,Origin Ether,,35659410.58343176,Ethereum
Dexes,Orca,,35228265.745198674,Solana
Yield Aggregator,Badger DAO,,34939820.48999999,Multi-Chain
Bridge,pNetwork,,34919182.930151515,Multi-Chain
Bridge,Ad-Astra Bridge,,34728342.60623839,Ethereum
Lending,Moonwell Artemis,['Compound'],34225665.523405,Moonbeam
NFT Lending,JPEG'd,,34083171.52859048,Ethereum
Dexes,Ferro,['Saddle Finance'],34017562.74311969,Cronos
Liquid Staking,Stride,,33295034.786271896,Stride
Insurance,Unslashed,,33204045.641298026,Ethereum
Algo-Stables,Frax FPI,,33114785.325273942,Ethereum
Lending,Sonne Finance,['Compound'],32795405.03778646,Optimism
Yield Aggregator,ACryptoS,,32336981.360000003,Multi-Chain
Services,SPL Governance,,32266894.778375622,Solana
Dexes,MDEX,['Uniswap V2'],32214972.482927866,Multi-Chain
Lending,B.Protocol,,32198667.871151052,Multi-Chain
Lending,Notional,,32067621.802730903,Ethereum
Yield,Tetu Earn,,31868054.24328579,Multi-Chain
Dexes,KyberSwap Elastic,,31799150.777036354,Multi-Chain
CDP,Indigo,,31581096.20519729,Cardano
Dexes,Trader Joe DEX,['Uniswap V2'],31412313.73117133,Multi-Chain
Lending,Solend,,31276686.526884504,Solana
Dexes,Astroport,,31247439.935312413,Multi-Chain
Liquid Staking,Algo Liquid Governance,,30632672.38670507,Algorand
Indexes,dHEDGE,,30418026.301589217,Multi-Chain
Yield,Tokemak,,30221971.045898598,Ethereum
Yield Aggregator,Jones DAO,,30161895.761077534,Multi-Chain
CDP,Reflexer,,30148818.064608637,Ethereum
CDP,Overnight USD+,,30053973.255208455,Multi-Chain
Liquid Staking,SharedStake,,29662871.646230675,Ethereum
Dexes,Platypus Finance,,29256631.187727742,Avalanche
Bridge,Terra Bridge,,29244404.486511763,Terra
Lending,Geist Finance,['Aave'],29007210.86440624,Fantom
Derivatives,Level Finance,,28554870.358786814,Multi-Chain
Dexes,BabyDogeSwap,['Uniswap V2'],28499202.62028274,Binance
Liquid Staking,KLAYstation,,28207605.5,Klaytn
Yield,GND Protocol,,28152827.885442987,Arbitrum
Derivatives,ApeX Protocol,,27721967.940466,Multi-Chain
NFT Lending,NFTfi,,27698396.618284848,Ethereum
Synthetics,Youves,,27676943.340311773,Tezos
Bridge,RelayChain,,27675350.802053962,Multi-Chain
Indexes,unshETH,,27662658.944071297,Ethereum
Yield,Vector Finance,,27511387.53037252,Avalanche
Dexes,MojitoSwap,['Uniswap V2'],27342316.58196974,Kucoin
Options,Lyra,,27106224.35182626,Multi-Chain
Yield Aggregator,Yield Yak Aggregator,,27102677.02320341,Avalanche
Yield,ParaSpace APE Staking,,27058486.962901913,Ethereum
Yield,BendDAO APE Staking,,26886797.157596797,Ethereum
Derivatives,Keep3r Network,,26759145.943772733,Ethereum
Liquid Staking,Stafi,,26365468.421208855,Multi-Chain
RWA,Lofty,,26298240.41,Algorand
Lending,Alpaca Finance 2.0,,25823594.237833533,Binance
Dexes,Raydium,,25781383.417663798,Solana
Dexes,iZiSwap,,25655439.47983676,Multi-Chain
Dexes,Pangolin,['Uniswap V2'],25381727.853953656,Multi-Chain
Lending,Wing Finance,,25342937.0,Multi-Chain
Dexes,ALEX,,25300051.502964064,Stacks
Dexes,Canto Dex,,25123888.750675254,Canto
Bridge,Octus Bridge,,25050036.921451367,Multi-Chain
Options Vault,Ribbon,,24845503.328629766,Multi-Chain
Dexes,OKCSwap,['Uniswap V2'],24845009.14387536,OKExChain
Lending,Parallel Lending,,24820311.835877735,Multi-Chain
Dexes,ShibaSwap,['Uniswap V2'],24772537.37829984,Ethereum
Lending,REX Staking,,24482237.625265,Telos
Dexes,THENA V1,['Solidly'],24292019.250726327,Binance
Yield,Wombex Finance,['Aura'],23832502.498776298,Multi-Chain
CDP,Sovryn Zero,,23452840.891589075,RSK
Dexes,Mute.io,,23308572.324481457,zkSync Era
CDP,Reserve,,23187277.997287884,Ethereum
Cross Chain,Connext,,23142802.368091445,Multi-Chain
RWA,Maple RWA,,23075602.11581,Ethereum
Liquid Staking,Bifrost Liquid Staking,,22974646.817965567,Multi-Chain
Options,Dopex,,22826196.762865063,Multi-Chain
Dexes,DefiBox,,22765444.81832726,Multi-Chain
Yield,Asymetrix Protocol,,22037847.850432396,Ethereum
Bridge,tBTC,,21974295.55495132,Ethereum
Yield Aggregator,Origin Dollar,,21735752.232153896,Ethereum
Dexes,ApeSwap AMM,['Uniswap V2'],21592660.35684883,Multi-Chain
Bridge,RenVM,,21446754.177971542,Multi-Chain
Dexes,Swappi,['Uniswap V2'],21393772.80171735,Conflux
CDP,Mimo Protocol,,21238608.3631584,Multi-Chain
Yield,Equilibria,['Convex Finance'],21216824.091053806,Multi-Chain
Indexes,Toros,,20830036.009765483,Multi-Chain
Lending,Liqee,['Compound'],20719079.187424,Multi-Chain
Lending,Mare Finance,['Compound'],20668500.3398114,Kava
Lending,Iron Bank,['Compound'],20504783.7196826,Multi-Chain
Lending,Exactly,,20319967.155147664,Multi-Chain
Dexes,Bancor V2.1,,20307327.704798397,Ethereum
CDP,Gravita Protocol,['Liquity'],20299715.038929,Ethereum
Bridge,ioTube,,19940890.16568776,Multi-Chain
Dexes,Sovryn Dex,,19750647.65,RSK
Dexes,Tezos Liquidity Baking,,19563209.37136122,Tezos
Liquidity manager,Bunni,,19556809.35142172,Multi-Chain
Options,Opyn Gamma,,19339397.733152606,Multi-Chain
Yield Aggregator,GMD Protocol,,19312923.83906783,Multi-Chain
Derivatives,Perpetual Protocol,,19244119.796297867,Multi-Chain
Dexes,Rhino.fi,,19136572.579969585,Multi-Chain
Yield Aggregator,Vesper,,18939048.83147433,Multi-Chain
Liquid Staking,LiNEAR Protocol,,18913539.64029089,Near
CDP,Acala Dollar,,18841201.400820866,Acala
Derivatives,IPOR,,18648865.05312815,Ethereum
Lending,BiFi,,18546274.559714742,Multi-Chain
CDP,Angle,,18486876.2829039,Multi-Chain
Liquid Staking,EigenLayer,,18464121.15945499,Ethereum
NFT Marketplace,NFTX,,18407260.27626667,Multi-Chain
Lending,Folks Finance Lending,,18209023.153453,Algorand
Yield Aggregator,LUSD ChickenBonds,,17662066.941561885,Ethereum
Liquid Staking,NeoBurger,,17506604.2886303,NEO
Lending,Torches,['Compound'],17402931.14354109,Kucoin
Dexes,PancakeSwap StableSwap,,17314563.26602689,Binance
Lending,Canto Lending,['Compound'],17310845.46411424,Canto
Dexes,SaucerSwap,['Uniswap V2'],17287641.972,Hedera
Lending,Agave,['Aave'],17168416.572288506,xDai
Liquid Staking,ExinPool,,16933504.4,Mixin
Yield Aggregator,Sommelier,,16916116.197517455,Ethereum
Lending,Kleva Lend,['Alpaca Finance'],16729911.456514807,Klaytn
Dexes,Serum,,16597775.599225676,Solana
RWA,Toucan Protocol,,16210365.136614,Multi-Chain
Yield,Solo Top,,16146300.16237373,Multi-Chain
Dexes,SmarDex,['Uniswap V2'],16066740.92542333,Ethereum
Dexes,StellarX,,16039524.216306902,Stellar
Dexes,KyberSwap Classic,,15915937.723890511,Multi-Chain
Lending,Granary Finance,['Aave'],15888860.49597601,Multi-Chain
RWA,Aktionariat,,15178052.601813052,Multi-Chain
Dexes,Atrix,,14950696.770700144,Solana
Liquidity manager,DefiEdge,,14924050.51772178,Multi-Chain
CDP,Vesta Finance,['Liquity'],14881519.205641972,Arbitrum
Leveraged Farming,DeltaPrime,,14868890.55511455,Avalanche
Dexes,Dfyn Network,['Uniswap V2'],14821199.468236422,Multi-Chain
Derivatives,Pika Protocol,,14795992.730429,Optimism
Lending,Spark,['Aave'],14775408.491002522,Ethereum
Liquid Staking,Stake.ly,,14718273.969027918,Klaytn
Liquid Staking,Meta Pool,,14688904.997753965,Multi-Chain
Yield,PlutusDAO,,14560820.699055653,Arbitrum
Dexes,Ref Finance,,14409925.492535558,Near
Lending,Tarot,['Impermax Finance'],14364753.176633481,Multi-Chain
CDP,DeFi Franc,['Liquity'],14327033.177076507,Ethereum
Lending,Morpho Compound,,14187932.66898726,Ethereum
Services,The Tokenized Bitcoin,,14043294.74360286,Ethereum
Lending,Strike,['Compound'],14036112.60113177,Ethereum
Yield,Bella Protocol,,13823226.764159627,Ethereum
Dexes,Shell Protocol,,13753204.16891048,Arbitrum
Liquid Staking,sICX,,13738215.774655648,Icon
Derivatives,NestFi,,13665082.611837395,Multi-Chain
Lending,Pando Rings,,13651286.25586,Mixin
Lending,Liqwid,,13568418.303288342,Cardano
Lending,Burrow,,13544120.795070807,Near
Yield,Magpie,,13417410.73119564,Multi-Chain
Yield Aggregator,Spool Protocol,,13416153.165867478,Multi-Chain
Liquid Staking,Bifrost Liquid Crowdloan,,13336989.480948951,Bifrost
Yield,Quarry,,13331503.12206857,Solana
Dexes,Helix,,13215938.809163,Injective
RWA,OpenEden T-Bills,,13183266.96516,Ethereum
Dexes,Ramses V1,['Solidly'],13154260.555104457,Arbitrum
Lending,AAVE V1,,13118784.072932338,Ethereum
Yield,Belt Finance,,13078702.789561065,Multi-Chain
Bridge,Injective Bridge,,13045896.35499432,Ethereum
Services,PoolTogether,,12875851.318472683,Multi-Chain
CDP,Yeti Finance,['Liquity'],12765379.998885076,Avalanche
Lending,Lodestar Finance,['Compound'],12729442.785201928,Arbitrum
Yield,Llama Airforce,,12721845.481345765,Ethereum
Yield,Tulip Protocol,,12704832.127995318,Solana
Derivatives,Vela Exchange,,12611520.439183,Arbitrum
Dexes,Meshswap,,12433586.516856443,Polygon
Yield Aggregator,Autofarm,['Yearn Finance'],12262281.072994407,Multi-Chain
Liquid Staking,GETH,,12237879.30963337,Ethereum
Liquid Staking,Swapscanner LSD,,12146451.68396234,Klaytn
Yield,WOOFi Earn,,12136386.8521,Multi-Chain
Yield,CLever,,12081312.500328422,Ethereum
Derivatives,Opyn Squeeth,,12077990.897076,Ethereum
Yield Aggregator,Rari Capital,['Compound'],11973555.896217834,Multi-Chain
Dexes,Pact,,11858329.82570753,Algorand
Dexes,VyFinance Dex,,11843979.022143608,Cardano
Liquid Staking,Jito,['SPL Stake Pool'],11833251.914471177,Solana
Dexes,WEMIX.FI AMM,,11806004.150882434,WEMIX
Liquid Staking,NodeDAO,,11774096.305293534,Multi-Chain
Dexes,Equalizer Exchange,['Solidly'],11676785.252421375,Fantom
Yield,Francium,,11505226.26680285,Solana
Yield Aggregator,Reaper Farm,,11389490.12668704,Multi-Chain
Dexes,LiquidSwap,,11334110.071420714,Aptos
Dexes,ArthSwap,['Uniswap V2'],11256597.207104782,Astar
Liquid Staking,Tranchess Ether,,11250528.959659863,Ethereum
Dexes,Clipper,,11217949.337678153,Multi-Chain
Dexes,Velocore,['Solidly'],11162035.156491771,zkSync Era
Liquid Staking,Acala Liquid-Staking,,11083873.937608741,Acala
CDP,Djed Stablecoin,,11082188.925261421,Cardano
Dexes,01,,10947014.312352689,Solana
Cross Chain,Wrapped,,10880538.465292664,Multi-Chain
Derivatives,Linear Finance,,10570215.59205925,Binance
RWA,Solv Protocol V3,,10359829.183672,Multi-Chain
Yield,Pirex,,10349167.523270551,Multi-Chain
Yield,Redacted Protocol,,10330632.14516847,Ethereum
Bridge,ChainPort,,10274084.410920376,Multi-Chain
Yield Aggregator,Harvest Finance,,10266638.471850023,Multi-Chain
Privacy,Railgun,,10052467.705995403,Multi-Chain
Dexes,PulseX V2,,9984655.497704262,Pulse
Dexes,Megaton Finance,,9776554.466787484,TON
Dexes,Verse,['Uniswap V2'],9750039.002325216,Multi-Chain
Lending,FilDA,['Compound'],9663574.14831191,Multi-Chain
Liquidity manager,ICHI,,9593474.242245046,Multi-Chain
Launchpad,Juicebox V1,,9552528.773454905,Ethereum
CDP,Overnight DAI+,,9487602.508812323,Multi-Chain
Lending,Green Planet,,9473263.795895305,Binance
Yield,Rage Trade,,9459422.65835,Arbitrum
Lending,Morpho AaveV3,,9360528.465822969,Ethereum
Privacy,Aztec,,9291607.971506547,Ethereum
Dexes,Hummus Exchange,['Platypus Finance'],9273701.39533298,Metis
Options Vault,Thetanuts Finance,,9126478.258674808,Multi-Chain
Yield,cVault Finance,,9124276.456122663,Ethereum
Dexes,Ouchi Finance,,9113505.826464433,Ethereum
Dexes,Orderly Network,,9109124.964536611,Near
Lending,Umee,,9063790.589185717,Multi-Chain
Dexes,WingRiders,,9034719.035800692,Cardano
Bridge,Meter Passport,,8972406.55651508,Multi-Chain
Liquid Staking,Algem,,8952205.594880823,Astar
Dexes,Hermes Protocol,['Solidly'],8875348.265031572,Metis
Dexes,WOOFi Swap,,8803002.772948595,Multi-Chain
CDP,Parrot Protocol,,8782449.49982824,Solana
Lending,RealT RMM Marketplace,['AAVE'],8772587.071139002,xDai
CDP,tai.money,['Reflexer'],8659652.388435904,Ethereum
Synthetics,Outcome Finance,,8642807.503413852,Multi-Chain
Dexes,Cetus,,8596889.991824696,Multi-Chain
Derivatives,QuickPerps,['GMX'],8550675.843769506,Polygon zkEVM
NFT Lending,Arcade xyz,,8529981.15170645,Ethereum
Yield,Proxy,,8487146.42691586,Multi-Chain
Staking Pool,ABC Pool,,8445248.406,Conflux
Options,Hegic,,8413506.10729097,Multi-Chain
Dexes,ShadeSwap,,8411912.638686493,Secret
Dexes,Ellipsis Finance,['Curve'],8287450.471393686,Binance
Derivatives,Drift,,8204428.556774735,Solana
Liquid Staking,Nucleon,,8147710.246258668,Conflux
Yield,MoonFarm,,8124482.0,Multi-Chain
Options,Premia,,8076087.18975616,Multi-Chain
Dexes,SushiSwap V3,['Uniswap V3'],8071282.833287257,Multi-Chain
Derivatives,Mummy Finance,['GMX'],8050811.3843443515,Multi-Chain
Dexes,ThalaSwap,,7959779.72452589,Aptos
Dexes,Uniswap V1,,7939596.313127,Ethereum
Dexes,SpaceFi,['Uniswap V2'],7867530.972369314,Multi-Chain
Lending,Mars Protocol,,7836158.817756384,Multi-Chain
Liquid Staking,Parallel Liquid Staking,,7834389.339681872,Multi-Chain
Dexes,JediSwap,,7778871.876766203,Starknet
Synthetics,Metronome Synth,['Chainlink'],7741368.380363714,Multi-Chain
Dexes,PayCash,,7655469.4913,EOS
Lending,Trader Joe Lend,['Compound'],7613057.00491828,Avalanche
Dexes,Saber,,7591524.853796292,Solana
Liquidity manager,Arrakis V2,,7540626.146598355,Multi-Chain
Dexes,Tinyman,,7446780.178595,Algorand
Dexes,MuesliSwap,,7429333.903033717,Multi-Chain
Liquidity manager,Kamino,,7429022.9549524775,Solana
Dexes,VanSwap,['Uniswap V2'],7373805.378031075,Vision
Dexes,Mimo,['Uniswap V2'],7367888.91463247,IoTeX
Yield,FLRFarm,,7347513.088021352,Songbird
Liquid Staking,pSTAKE Finance,,7090123.419032096,Multi-Chain
Services,Aurora Plus,,7018606.449211911,Aurora
Insurance,Ease.org,,6991495.530269179,Ethereum
Liquid Staking,JPool,,6966200.384014738,Solana
Bridge,Wan Bridge,,6963272.161259041,Multi-Chain
Lending,Tender Finance,['Compound'],6954687.6184317935,Arbitrum
Dexes,Kokonut Swap,['Curve'],6949408.120531596,Multi-Chain
CDP,Inverse Finance Frontier,['Compound'],6855948.379133338,Ethereum
Yield Aggregator,Pickle,,6766674.865765998,Multi-Chain
Dexes,KnightSwap Finance,['Uniswap V2'],6733575.941020793,Multi-Chain
Insurance,Guard-Helmet,,6702981.14292306,Multi-Chain
Lending,ApeSwap Lending,['Compound'],6684068.44604,Binance
CDP,mStable CDP,,6631255.817951228,Multi-Chain
Dexes,Meteora pools,,6604840.785918129,Solana
Liquid Staking,STFIL,,6507867.9433000395,Filecoin
Liquid Staking,GLIF Pools Infinity Pool,,6489501.439083273,Filecoin
Options,Bumper Finance,,6373102.414123,Ethereum
Algo-Stables,UXD,,6343018.660739,Solana
Lending,ShadeLend,,6338377.348586434,Secret
Liquid Staking,NEOPIN Staking,,6333925.569399007,Multi-Chain
Leveraged Farming,Kleva Farm,['Alpaca Finance'],6312629.711305153,Klaytn
Lending,WePiggy,['Compound'],6266971.446022,Multi-Chain
Yield,Sphere Finance,,6204491.941002157,Polygon
Lending,Sturdy,,6169993.293554522,Multi-Chain
Bridge,NerveBridge,,6164448.798151305,Multi-Chain
Derivatives,Vertex Protocol,,6155810.123605355,Arbitrum
Liquidity manager,xToken,,6148229.097434329,Multi-Chain
CDP,Ethos Reserve,['Liquity'],6108798.222147279,Optimism
Dexes,Sushi Trident,,6082855.371201252,Multi-Chain
Yield Aggregator,Bolide,,6061104.249347,Multi-Chain
Dexes,MM Finance Cronos,['Uniswap V2'],6057697.8757855175,Cronos
Derivatives,SynFutures V2,,6057131.580884861,Polygon
Dexes,Orion Protocol,['Uniswap V2'],6045152.959500996,Multi-Chain
Lending,EraLend,['Compound'],6017445.66812635,zkSync Era
Payments,Sablier Finance,,5913439.936055938,Multi-Chain
Dexes,SundaeSwap,,5907051.23339896,Cardano
Dexes,Native,,5829956.978889595,Multi-Chain
Dexes,StellaSwap,['Algebra DEX'],5824950.905352463,Moonbeam
Dexes,Kaidex,['Uniswap V2'],5814465.39911945,Kardia
Dexes,LumenSwap,,5787784.0,Stellar
CDP,DSU Money,,5713557.180706892,Multi-Chain
Dexes,UltronSwap,['Uniswap V2'],5698083.355977355,Ultron
Dexes,CreamSwap,['Balancer'],5685533.657320294,Ethereum
Dexes,Pangea Swap,['Uniswap V2'],5666203.70512246,Klaytn
CDP,Thala CDP,,5645929.080325674,Aptos
Yield,Dot Dot Finance,,5635271.825876323,Binance
Lending,Onyx Protocol,['Compound'],5618231.926177814,Ethereum
Prediction Market,Polymarket,,5611954.293831,Polygon
Yield,Back Finance,,5606592.6591265565,Heco
Derivatives,Perennial,,5596990.627212952,Multi-Chain
Dexes,DOOAR,['Uniswap V2'],5588707.314956028,Multi-Chain
Dexes,Honeyswap,['Uniswap V2'],5563228.9429811025,Multi-Chain
Dexes,1inch Network,,5519400.855336316,Multi-Chain
Yield,Echidna Finance,,5517668.1453724075,Avalanche
Dexes,Saddle Finance,,5480049.788187898,Multi-Chain
Liquid Staking,Veno Finance,,5470553.090266957,Cronos
Lending,Omm,,5431255.58,Icon
Uncollateralized Lending,Clearpool,,5400752.052218,Multi-Chain
Lending,ReactorFusion,['Compound'],5381920.416551616,zkSync Era
Dexes,SpiritSwap AMM,['Uniswap V2'],5367562.433349624,Fantom
Uncollateralized Lending,Maple,,5304619.843017747,Multi-Chain
Yield,Liquid Driver,,5267728.908504052,Multi-Chain
Insurance,InsurAce,,5264733.287556784,Multi-Chain
Reserve Currency,The Idols,,5166587.5643090485,Ethereum
Yield,Kine Finance,,5144318.790291133,Multi-Chain
